1805,140,72,1993,1826
1790,470,1427,1061,1329
1266,591,1040,1181,253
648,1528,1586,1820,299
697,1995,1982,1245,861
1642,1296,416,435,1368
16,1820,930,1803,1728
706,1614,731,189,1592
542,901,314,1042,36
1814,1287,475,1256,1674
63,332,1136,1258,1873
310,1006,405,1093,1495
1484,384,436,203,338
95,1180,1251,915,185
589,1807,1844,1246,1982
1536,497,1145,1029,432
812,1159,1800,1081,1945
1524,1018,1869,274,212
1762,929,1456,111,547
1216,177,1159,106,22
724,845,144,675,1946
1726,1097,1267,1236,1062
809,1433,845,752,339
1995,210,371,131,676
436,109,1618,388,293
360,130,1335,1151,1809
49,696,1146,126,1584
763,1924,151,1886,1716
1023,775,1199,923,199
358,1225,1353,1399,146
1233,1814,1499,811,1532
272,1345,1679,616,1278
539,1943,843,145,956
1874,1343,982,1839,1218
992,343,842,357,980
921,895,788,455,552
1417,777,1846,54,1072
645,666,1908,1532,1782
931,966,1466,513,1773
1227,1375,1825,1100,1435
133,417,1761,1858,1622
825,1816,247,924,1876
233,857,55,1536,419
469,1604,1789,1406,382
112,1104,1533,449,1016
1143,1678,788,621,23
502,884,1855,510,618
983,771,1698,1597,54
988,1816,1894,1027,1712
965,1238,1362,483,667
1186,846,1192,731,27
1953,253,1468,1622,723
918,1218,766,895,1533
716,1119,870,1187,1599
1652,1624,1108,1893,1827
1410,945,761,773,1967
1492,1479,702,1968,1579
909,1963,760,436,764
1917,1823,1466,54,231
1361,1005,862,552,131
474,1091,1777,1947,123
1259,855,393,1568,509
144,1020,279,1994,657
260,1938,168,1769,1563
1436,1556,177,71,213
1803,235,212,1339,1190
1963,724,1107,1617,337
416,38,887,719,724
1346,844,124,1258,434
430,428,1205,11,942
724,96,1618,276,1137
1827,1978,1013,1484,73
1597,329,10,789,1911
1549,88,1524,1470,335
1947,90,1025,1655,1454
503,1068,1749,1468,428
708,1379,120,928,701
392,318,1103,1417,547
618,982,725,1480,407
1585,512,1303,1731,161
698,570,871,528,24
1917,1450,828,1078,1976
995,805,1909,598,1055
665,1399,470,1305,279
1236,779,211,496,392
1711,155,1115,1731,1433
687,1643,532,286,580
1356,666,515,1925,832
912,416,1281,808,1831
776,99,75,1394,1111
615,823,1625,1531,1658
1407,1259,1360,720,1298
1177,857,1046,456,772
1379,1897,1514,480,362
1636,494,999,1442,83
798,1486,1765,463,1542
528,894,561,1919,993
418,1748,1064,317,1585
249,66,1316,132,1422
872,1230,1709,1328,1627
1045,1459,709,925,1675
159,887,964,542,1714
898,965,1941,601,1595
182,128,32,1473,324
497,1774,1560,480,119
1975,1564,1298,737,1665
730,1342,1317,493,751
294,575,1701,776,1687
981,1572,1912,1181,181
1780,1260,1651,183,1854
1621,1558,653,1565,800
895,308,245,239,108
256,1694,1045,1015,563
1040,587,777,1201,1859
425,761,388,1331,1861
1804,121,864,928,1626
70,861,312,1150,41
331,118,1924,1728,1998
734,442,105,1881,624
370,1282,357,1213,1885
1843,1918,1372,1069,76
1440,470,1556,1633,1258
1583,476,1926,993,1926
634,1902,721,39,1799
1624,1722,991,1672,1992
13,1016,283,447,1767
431,637,1187,1231,606
419,1818,146,1950,589
1416,743,1433,614,230
538,361,476,506,1064
1021,708,1227,1471,1390
1101,1779,243,1544,934
930,92,1145,1650,1613
2000,1167,1889,885,1693
1800,809,945,1297,55
842,1450,343,1475,80
882,331,1880,1164,1707
1817,266,181,837,1440
1501,1998,148,1571,1010
1909,1861,663,1942,119
1403,1429,884,803,681
321,954,96,167,1040
520,954,1372,1223,18
510,1476,599,1609,1356
1453,1976,863,620,457
1477,1973,444,1594,1296
1572,523,1150,332,1954
641,1513,259,1937,761
1724,1582,876,1122,657
796,475,1852,1988,1572
1202,1316,1929,987,1266
39,1880,1908,209,522
1779,126,738,1136,203
1553,1334,262,474,1376
272,916,263,462,651
1079,844,1876,1188,1925
1224,1487,1253,1139,184
1859,1055,530,165,1298
1898,986,230,544,505
1084,1071,668,609,204
1336,1917,577,1210,328
1353,900,1388,1123,1001
902,131,1881,133,1839
955,1830,572,335,1172
230,108,80,57,1323
1706,715,1589,779,1256
186,45,73,1292,1885
1269,541,705,116,589
851,1376,730,1454,1147
1049,1758,725,1876,1764
412,25,1981,318,739
310,397,1349,1395,55
1360,996,290,740,1538
1480,404,665,1377,1528
1488,431,1750,1363,683
1860,501,1961,1401,1634
1185,1159,274,122,1935
1973,551,293,733,1248
1302,1341,1037,341,1830
26,1970,892,958,1001
1793,675,1033,1175,1963
1990,567,1007,461,327
1507,1735,1597,487,1215
514,1112,853,691,1312
869,437,363,1536,1488
1052,1424,60,1313,999
391,1594,84,724,945
1564,514,1272,1888,1492
1079,785,1245,376,869
170,972,1253,246,508
910,1268,1848,1833,1005
917,1998,1323,279,65
45,977,1656,1814,776
1120,983,1906,1756,1141
931,1004,1161,1958,1340
1575,160,66,649,995
1173,991,1320,1539,1479
2000,155,1686,1033,122
1553,1089,919,773,243
982,1838,524,1352,450
869,40,911,654,490
913,1479,1866,1597,942
829,909,971,1846,422
753,963,1891,914,1599
1917,1524,572,1591,629
630,1484,668,52,556
411,1030,813,1566,851
709,1401,1198,526,1796
1821,109,1684,1093,1176
1745,1673,46,100,1805
194,437,468,1488,1255
1403,256,1470,239,1820
801,695,1783,1662,1616
10,1642,185,123,1489
1469,651,1174,1394,1557
296,196,933,216,184
1188,763,1876,1282,893
79,1013,705,1827,405
995,1214,228,747,1255
957,527,1073,1007,1461
1680,1558,1040,1105,1609
585,538,791,1181,1595
1166,1823,947,438,1368
40,1303,939,1964,569
491,1032,960,43,1435
1724,1842,1343,1600,511
1848,523,1350,1187,1166
611,371,236,72,1735
138,83,276,815,291
1035,193,1051,491,1445
800,128,1999,310,363
1182,278,1347,605,934
1678,1676,334,527,1977
1979,1825,1168,1730,578
1650,947,262,243,1470
1767,1759,1978,1541,787
896,1534,1309,411,288
952,987,1191,246,1951
1254,1563,1878,1744,1173
175,1358,73,1320,76
182,1391,1946,1835,1130
281,1793,160,933,617
1766,348,1055,1895,1810
1785,1157,89,1554,55
1677,414,513,1648,620
342,433,544,854,1234
1109,1228,1728,1775,1817
726,1137,1727,174,815
1044,960,1805,586,692
836,355,964,712,994
1247,1002,419,1628,1801
1284,458,550,1260,206
1214,1283,1949,667,1288
1635,1844,434,1370,1501
1295,281,1168,1022,1460
1155,1008,1311,1500,1077
510,1214,1163,1497,637
319,1447,585,1423,528
285,238,1677,347,115
1883,882,490,1593,592
295,920,1545,119,1807
73,1016,744,126,1239
1623,762,1911,463,67
1474,1584,1983,918,498
1100,1992,1224,1650,1377
1122,971,1851,1387,595
884,1994,1214,1660,347
750,1296,1718,1318,1444
485,871,709,1657,1538
1835,788,1426,1772,476
1541,1562,1669,982,1792
123,1552,1448,1177,1691
1893,285,1738,645,1786
1877,1928,1054,1728,1871
1016,1953,379,41,1412
46,1449,1060,1059,1413
699,1597,477,1675,987
1355,1254,582,592,76
1596,418,358,979,1201
326,779,367,1055,1895
1901,1656,1439,1869,899
1821,877,804,1368,1347
780,1837,1271,1878,989
791,1118,961,645,324
474,1951,332,989,1574
1433,1346,985,1347,987
476,1468,976,276,1371
1503,1182,970,88,1612
537,157,42,1706,1410
615,425,707,392,1655
999,922,956,954,857
148,564,1157,389,1072
241,1323,1014,790,31
955,773,1896,1021,700
1952,730,1628,369,1861
1992,1359,1308,1353,1343
229,1079,72,1929,430
1005,351,377,1525,1668
410,1674,324,715,1453
991,739,392,646,1725
640,541,1968,1268,821
1971,1895,860,1592,1386
1208,857,710,1229,1615
171,1768,1245,1995,1652
521,39,682,1395,890
320,424,356,1480,139
1859,1254,1737,124,1427
491,859,1988,506,715
1905,964,650,1970,688
1889,890,1333,1223,1521
1699,1628,779,1332,520
756,1827,291,822,1073
147,718,126,404,89
14,996,1362,1794,1023
425,1005,391,329,1130
313,1011,40,1061,1255
1108,1026,1403,321,1380
1728,1945,160,244,200
1132,836,346,1065,588
227,537,12,1163,1137
1267,1280,1024,1563,1058
857,1832,580,1466,763
1689,915,460,1358,944
1760,1100,191,1916,1627
1853,692,627,1104,1246
554,465,1033,1925,1059
1491,1288,1734,1247,1480
1061,691,1481,634,547
1964,1959,155,1298,1239
1222,572,1762,1590,906
834,652,936,992,1944
411,416,1759,1887,1308
442,742,1073,1941,1672
1863,629,1859,586,1026
1728,1143,735,1532,873
1499,1060,521,238,691
1207,1444,1859,273,1211
683,1269,1499,267,1992
1637,384,124,923,1255
1162,764,1168,1465,897
1729,1243,146,553,1087
955,1750,859,962,1610
1755,690,1056,617,1687
172,305,651,412,1184
764,439,1584,1352,149
1107,480,334,673,1632
1601,1517,325,141,71
1036,322,1397,1112,1271
1736,1060,919,1786,523
755,1542,562,1281,1219
1253,900,1859,1730,1939
1580,180,1365,11,1864
591,764,662,1293,1894
808,1099,1085,335,1798
1664,1455,1482,1840,1195
1528,88,1224,1250,315
481,816,1545,560,407
363,898,1025,1511,754
104,1250,1242,1953,1860
1823,91,1605,169,296
367,864,228,130,871
1052,274,987,513,315
1126,446,1189,1352,1968
802,109,1314,1667,249
82,1920,945,118,191
1188,504,183,1431,959
1062,1293,1984,1507,1813
1991,1048,819,1685,428
495,913,546,1870,228
266,1883,1451,60,1378
1607,216,655,1563,443
1333,580,1312,1177,445
1437,1671,1289,107,1315
1507,1813,429,383,232
54,1103,62,1411,313
377,949,72,1187,1386
1831,1794,1986,1332,807
1736,378,1336,1565,932
1815,367,257,936,633
33,31,1178,1787,1175
857,1019,609,1118,1350
540,701,618,1323,300
180,1002,1059,53,1379
1432,1500,777,983,536
1908,1710,859,1195,999
1779,339,1327,1702,518
896,846,1006,140,1845
1294,1006,1915,1992,29
131,63,1753,1022,1925
416,1512,1283,1417,586
459,627,1182,1890,873
614,331,1738,1278,1765
519,785,1730,1699,1907
561,761,1870,269,1041
78,1645,224,622,628
172,1366,1841,1872,1977
1833,1751,531,622,54
1173,1609,842,1844,1858
518,424,161,695,1292
1659,1932,1620,1482,1961
655,1466,1953,814,1157
492,503,1307,995,1881
891,1087,336,1234,28
1796,288,1774,1722,1641
1190,992,1999,245,100
1744,1345,1715,254,1947
146,1992,1454,1263,1120
624,784,897,1415,1459
1851,1722,735,1124,1087
1047,1814,615,378,1747
432,1458,198,714,1373
566,1594,690,1085,1029
1708,1433,939,1161,428
1369,570,996,1562,1978
400,1487,701,1234,490
1213,896,1165,1961,748
482,1315,1452,1760,688
1890,1173,1649,1218,328
248,277,341,413,1357
558,995,1878,1596,507
1737,820,971,1758,793
509,1358,404,1176,1985
1341,1477,1173,200,1923
1650,1804,679,476,313
1602,556,595,405,462
779,774,1665,851,1306
799,1876,1153,498,1818
743,1856,47,1700,1738
868,439,647,1804,795
1084,817,430,649,1597
553,896,301,1058,1146
980,284,1879,930,123
1169,884,576,752,362
1100,928,1433,262,456
1475,1134,487,323,690
1647,1309,925,1214,394
927,1487,1848,1788,635
48,64,952,188,1688
1559,418,1083,601,1391
507,1602,442,1709,77
1202,930,755,220,817
467,1781,185,502,1058
1583,1902,1364,1245,599
336,59,971,1125,1847
548,939,1666,571,655
1447,562,1640,39,279
160,671,714,1549,167
1822,662,24,231,1004
1390,1378,605,1658,1997
1440,301,1161,1309,847
1195,351,674,1444,859
1160,28,141,1920,666
374,465,1029,1146,1497
145,52,1333,1915,131
102,1359,1760,1798,111
1373,787,1133,710,1507
841,1211,1301,1119,610
32,586,814,348,600
1305,1816,643,650,1240
1946,1032,299,802,1355
1783,1398,884,1271,1657
1524,1898,113,444,1504
559,1412,1205,1095,225
836,1929,1944,64,170
1584,1881,1019,1737,227
825,1590,1541,138,778
1050,245,1290,1372,1355
896,1285,410,876,1144
1706,927,347,614,459
1324,814,1287,1292,79
1260,924,1019,175,1655
1318,1265,532,1271,1384
591,1454,849,498,1133
1633,1562,330,1691,316
684,461,173,1069,266
970,264,1013,782,1446
826,1193,49,1054,1372
1216,557,1881,533,1182
1904,599,1886,460,172
913,1449,1905,1056,1402
1141,1791,1458,1114,1074
337,485,641,88,1173
1554,1933,152,223,1435
609,1428,1787,1435,16
1015,365,861,1922,1179
672,1943,1449,1510,1549
1406,1964,134,1991,1526
403,1866,1488,183,405
1111,457,148,851,1412
1367,594,753,1403,68
716,99,716,1831,1490
1684,473,1740,695,1828
1255,1592,445,606,170
40,166,1945,1897,1830
127,1259,1149,1794,1237
129,1505,848,344,1360
132,364,1352,75,1843
795,292,1635,1128,1783
1433,826,460,380,1753
420,1258,962,625,800
107,70,1722,644,1422
251,891,891,478,458
1185,44,418,1298,430
1843,788,1541,1801,1513
1483,294,318,490,1540
1041,119,543,1878,346
464,1447,335,1736,1299
492,1654,349,948,1540
1203,966,793,1573,430
1339,678,92,143,1241
438,176,1372,522,1804
1908,1995,381,953,1150
383,687,1559,1306,693
754,1165,571,1628,1934
1893,119,597,1511,740
1282,1708,1424,373,1273
1182,504,1434,1165,389
482,717,661,897,61
1487,1953,1657,1375,1188
738,154,387,417,159
306,661,617,196,1013
1827,1268,1796,735,1078
270,175,249,429,1024
225,1452,959,166,1247
1415,280,1833,1344,1931
1171,747,268,338,18
759,1014,1527,737,48
1880,1085,706,471,359
1648,1827,1920,412,1312
520,221,638,1504,1268
1555,1128,541,1108,148
569,1178,59,1321,1820
1178,818,841,1467,226
1129,1351,87,1750,617
930,833,13,851,1809
1747,910,1305,654,1724
790,1028,75,147,88
1837,1083,345,1119,732
979,1541,808,60,1246
989,52,1348,1923,143
1274,186,515,16,751
1850,1568,1369,554,926
1264,1103,1361,935,1307
148,1825,1234,1984,819
253,1848,1391,806,1411
356,1187,26,1261,818
682,1619,1332,1443,574
1050,1830,25,469,384
1346,1436,367,396,706
1419,761,856,1787,1503
498,1303,1913,1034,260
1951,1299,1759,719,1946
346,1010,710,519,508
1041,1778,1508,45,976
1613,886,733,1923,99
1635,891,65,1312,1345
785,697,959,184,327
147,1538,370,1683,892
1708,435,1644,1955,1253
1700,1159,1673,791,475
860,1363,196,1863,725
283,1763,1661,763,303
54,892,301,843,1337
1035,1524,1200,721,1610
329,1919,448,1328,585
640,952,450,716,1767
293,1781,1513,1089,1521
264,816,392,1463,364
1529,1232,98,107,1019
1382,1261,1150,1774,1922
1650,1562,1170,102,1747
1582,319,376,1450,205
819,1201,113,1635,476
1952,222,1270,114,1189
1698,1117,1030,457,199
992,594,1532,344,1849
1963,1934,1021,823,393
398,1134,1525,1931,117
71,1386,291,1199,1170
1810,1231,310,78,81
1331,1722,892,1132,888
1245,1339,381,43,1087
1350,1526,1217,1417,1570
482,1228,629,572,382
382,1103,1258,1223,1016
1824,1913,1725,1694,1505
424,254,381,1539,121
546,946,857,1250,1605
784,1596,887,1424,1444
1746,1283,1526,206,977
1559,804,1634,919,470
968,1872,152,194,1005
168,1073,1489,354,663
1747,1747,1399,1074,1679
1070,908,1134,1310,114
1868,611,1899,270,458
1941,465,590,881,66
1666,677,464,1272,1120
710,1115,573,1833,1599
866,306,1093,64,306
1358,656,960,312,1382
744,616,957,1101,1537
1322,162,1224,1238,1589
383,99,694,456,395
790,558,948,824,1888
734,395,1289,1360,1743
409,716,1587,747,630
224,1403,202,313,1993
1797,1216,717,1439,1935
1184,1355,507,1519,1244
1953,1858,1541,1412,1031
1255,532,1111,192,1223
1764,524,723,444,592
931,430,594,1229,306
1929,144,520,956,1224
1754,1160,1470,1447,1665
773,1250,1169,821,1976
304,468,1991,1368,1497
112,1744,698,295,615
596,1868,1546,1229,1152
85,1848,722,1233,1867
1219,1363,704,196,1866
497,1770,1820,559,1407
1531,1944,220,1962,1848
977,1111,1260,251,1427
819,489,1613,1470,292
600,1987,1909,1507,1615
1423,1205,1212,748,842
663,1057,1478,1458,1037
212,860,1656,131,1575
1406,487,1740,795,754
1294,49,832,1727,1612
779,357,47,1040,1579
1509,1921,198,357,1330
1189,1339,1998,584,789
410,416,62,880,833
385,160,1442,1905,1470
1241,289,1047,1721,876
1715,640,1510,915,751
1665,348,591,1031,1346
1526,767,1219,1536,727
244,12,845,695,233
846,1580,1374,1396,1687
190,82,411,1137,43
1625,32,800,1927,176
1583,1913,1576,1250,1608
639,564,214,1237,885
1581,1761,1308,84,1674
713,440,903,1551,1907
725,1161,390,476,1100
1250,1623,330,172,1613
512,1970,847,1941,1767
1952,142,1497,1923,1365
1151,1964,138,514,1881
171,242,1802,746,525
425,1919,776,519,1318
307,793,828,766,1007
193,1680,1168,1238,394
1224,585,829,1995,817
1865,840,651,1468,703
1514,702,559,143,350
183,735,1298,758,1261
1968,587,1147,1584,1649
216,314,1692,1584,131
425,655,210,13,1944
1512,973,361,1429,330
1783,771,1646,65,1230
329,572,244,135,1469
537,1958,110,538,1361
273,1100,1419,1004,1171
1161,467,1951,221,752
1348,1944,919,1759,1318
315,1016,986,1948,1594
815,1437,478,1685,673
559,1532,846,1435,1021
1895,214,1979,1037,428
1964,1897,1016,209,1932
316,1511,165,1115,690
